IMAGE,X,Y
6339023023,-0.7379071716527812,0.17382673769575963
10984840086,0.4777533804133256,-0.9654735259158849
6302952007,0.7267440451501541,-0.7115452724542064
14265126961,0.6861449082740936,-0.6238343601627534
7424365874,0.25620711852871936,2.3372117723265906
14668556557,0.5808954212656412,0.24890875122369538
8483607486,-0.6386931714369359,-1.265520765436705
13716735225,0.38071496984936193,0.7637166567153248
11672493133,0.2466907381994945,-2.217821914532877
7477947116,-0.5142939682795157,-2.0411482431785894
8277533511,-0.3386340403607,-2.5129687920097474
4437971889,-0.19506136477150726,-1.0363073512971952
7735480704,0.10513956287952264,-1.4574216214133382
5244906455,1.7021683236751672,0.08365343193601182
4542693177,-0.8339353693296119,-2.000310598489227
13900551169,0.3233652292136775,-1.7101771162158115
5951564405,0.8828035386113227,0.014782625940477967
8439813696,0.2238994835732515,0.5725622325497759
8403273272,-0.06616560464263566,-2.5418786787479624
6084094219,0.4138285945253042,0.6787435287705432
5700565931,0.9285777299450153,-1.7755675947199987
8110358478,0.8540956128544437,0.01549950810399725
8639410659,-0.37671501883605985,-2.7011380236531046
9324548318,0.8617868419300989,-1.3572237081795344
6653740389,0.7293087668430058,-1.8893102551368817
5973978499,-0.2623051241171592,-0.8560563990343186
8503660595,-0.23201884896873903,-2.4254755804181074
8987717040,0.4805006347148517,-1.273042586683962
6750619005,-0.9103096195119462,-2.4487719117253675
6542708861,0.22504052913914818,1.1095756085494206
8748459214,0.3730300552614718,0.931952756014208
12465588223,1.3120752118223804,-2.0471624657031846
8186460095,0.4919266925881962,-1.5098249531096823
15267598106,1.1197849636056174,2.069836311580057
5829555277,-1.704416137417852,-0.3544654257709454
8408521263,0.8097537890387179,-0.7437611494716037
8020792509,0.834413902585738,-2.1228371575985405
15486664673,-0.09120639338126435,-1.8794498785849894
13886910864,-0.6961296332800493,-0.499342532645326
5896482411,-0.43494114216990853,-1.0693225139203935
5219015343,0.7527556453762174,0.3148907314295415
7251179862,2.2565019344671136,0.030722566725597034
7617232536,-1.101149401706267,-0.9037129113660813
15536994666,-0.10110645724789313,-2.814861399703367
15265080148,0.31187203682225206,-0.07283671569405614
5572631859,0.05963913510819574,1.1806692336498457
10580542666,-0.43818614989421945,-0.897465994110564
6042936021,0.6087967268391556,-1.1472099954391468
6077950415,1.2487220325417188,-0.9145229519379412
5921429109,0.4795388769205162,-1.0027893772891008
8633061084,-0.09236070963927068,-1.1135567834078577
8217217367,0.23704750002829922,-1.9596321566353785
14641228245,0.6485968364750818,-0.7920821450875559
4731402290,0.7251299004417939,-2.329299306929605
4520648804,0.7688309318376445,0.48583007040527937
6227322367,0.3392368839386508,0.7049589260714453
5074826281,0.5698128419016828,-1.3312286306069865
8427112688,0.1843671932930906,-2.5667379470079217
6387470215,0.7278201796049539,0.6537619593469981
8632947949,-0.23383406390731265,-2.9151795410503794
6834957203,0.46474151303108724,-0.02243442769953674
5010891401,-0.3454363202874948,0.03211582807340241
7517007608,0.9494627508536342,1.1759257227496476
4640628415,0.23334865455667098,1.090072778183337
14988658693,0.7002923127425615,0.23183974979530575
14905920420,0.38701817560207874,-0.3607705459501278
6558053089,-1.1635079348986985,0.7089890389188631
